,FSC,Visa Class,Issuances,source,year_month
546,Mexico,FX2,6,2021-January,2021-01-01
547,Mexico,I52,1,2021-January,2021-01-01
548,Mexico,IR1,704,2021-January,2021-01-01
549,Mexico,IR2,105,2021-January,2021-01-01
550,Mexico,IR5,4,2021-January,2021-01-01
551,Mexico,IW,6,2021-January,2021-01-01
552,Mexico,SB1,2,2021-January,2021-01-01
553,Mexico,SU3,1,2021-January,2021-01-01
554,Moldova,CR1,1,2021-January,2021-01-01
555,Moldova,IR1,1,2021-January,2021-01-01
556,Mongolia,CR1,2,2021-January,2021-01-01
557,Mongolia,IR1,1,2021-January,2021-01-01
558,Mongolia,IR2,2,2021-January,2021-01-01
559,Morocco,CR1,96,2021-January,2021-01-01
560,Morocco,FX1,2,2021-January,2021-01-01
561,Morocco,IR1,83,2021-January,2021-01-01
562,Morocco,IR2,14,2021-January,2021-01-01
563,Morocco,IR4,2,2021-January,2021-01-01
564,Morocco,IR5,1,2021-January,2021-01-01
565,Morocco,SB1,2,2021-January,2021-01-01
566,Mozambique,CR1,1,2021-January,2021-01-01
567,Namibia,CR1,1,2021-January,2021-01-01
568,Namibia,CR2,1,2021-January,2021-01-01
569,Nepal,CR1,231,2021-January,2021-01-01
570,Nepal,E31,8,2021-January,2021-01-01
571,Nepal,E34,3,2021-January,2021-01-01
572,Nepal,E35,1,2021-January,2021-01-01
573,Nepal,FX1,7,2021-January,2021-01-01
574,Nepal,FX3,2,2021-January,2021-01-01
575,Nepal,IR1,142,2021-January,2021-01-01
576,Nepal,IR2,20,2021-January,2021-01-01
577,Nepal,IR5,8,2021-January,2021-01-01
578,Nepal,IW,1,2021-January,2021-01-01
579,Nepal,SB1,14,2021-January,2021-01-01
580,Netherlands,CR1,10,2021-January,2021-01-01
581,Netherlands,CR2,3,2021-January,2021-01-01
582,Netherlands,IR1,3,2021-January,2021-01-01
583,Netherlands,IR2,5,2021-January,2021-01-01
584,Netherlands,SB1,1,2021-January,2021-01-01
585,New Zealand,IR1,4,2021-January,2021-01-01
586,New Zealand,IR2,1,2021-January,2021-01-01
587,Nicaragua,CR1,53,2021-January,2021-01-01
588,Nicaragua,CR2,6,2021-January,2021-01-01
589,Nicaragua,IR1,133,2021-January,2021-01-01
590,Nicaragua,IR2,127,2021-January,2021-01-01
591,Nicaragua,IW,1,2021-January,2021-01-01
592,Niger,CR1,1,2021-January,2021-01-01
593,Niger,F11,2,2021-January,2021-01-01
594,Niger,IR1,3,2021-January,2021-01-01
595,Niger,IR2,4,2021-January,2021-01-01
596,Nigeria,CR1,142,2021-January,2021-01-01
597,Nigeria,CR2,12,2021-January,2021-01-01
598,Nigeria,E31,10,2021-January,2021-01-01
599,Nigeria,E34,6,2021-January,2021-01-01
600,Nigeria,E35,11,2021-January,2021-01-01
601,Nigeria,F11,1,2021-January,2021-01-01
602,Nigeria,FX1,1,2021-January,2021-01-01
603,Nigeria,FX3,1,2021-January,2021-01-01
604,Nigeria,IR1,147,2021-January,2021-01-01
605,Nigeria,IR2,144,2021-January,2021-01-01
606,Nigeria,IR3,4,2021-January,2021-01-01
607,Nigeria,IR5,5,2021-January,2021-01-01
608,Nigeria,SE1,2,2021-January,2021-01-01
609,Nigeria,SE2,2,2021-January,2021-01-01
610,North Macedonia,CR1,8,2021-January,2021-01-01
611,North Macedonia,IR1,5,2021-January,2021-01-01
612,North Macedonia,IR2,3,2021-January,2021-01-01
613,Norway,CR1,1,2021-January,2021-01-01
614,Norway,IR1,1,2021-January,2021-01-01
615,Oman,CR1,1,2021-January,2021-01-01
616,Oman,IR1,1,2021-January,2021-01-01
617,Pakistan,CR1,66,2021-January,2021-01-01
618,Pakistan,CR2,1,2021-January,2021-01-01
619,Pakistan,E34,1,2021-January,2021-01-01
620,Pakistan,F41,1,2021-January,2021-01-01
621,Pakistan,F42,1,2021-January,2021-01-01
622,Pakistan,F43,1,2021-January,2021-01-01
623,Pakistan,FX1,6,2021-January,2021-01-01
624,Pakistan,IR1,233,2021-January,2021-01-01
625,Pakistan,IR2,50,2021-January,2021-01-01
626,Pakistan,IR4,1,2021-January,2021-01-01
627,Pakistan,IW,1,2021-January,2021-01-01
628,Pakistan,SB1,1,2021-January,2021-01-01
629,Panama,CR1,1,2021-January,2021-01-01
630,Panama,IR1,3,2021-January,2021-01-01
631,Panama,IR2,2,2021-January,2021-01-01
632,Paraguay,CR1,2,2021-January,2021-01-01
633,Paraguay,CR2,1,2021-January,2021-01-01
634,Paraguay,IR1,2,2021-January,2021-01-01
635,Paraguay,IR2,3,2021-January,2021-01-01
636,Peru,CR1,4,2021-January,2021-01-01
637,Peru,IH3,3,2021-January,2021-01-01
638,Peru,IR1,24,2021-January,2021-01-01
639,Peru,IR2,13,2021-January,2021-01-01
640,Peru,SB1,7,2021-January,2021-01-01
641,Philippines,CR1,113,2021-January,2021-01-01
642,Philippines,CR2,17,2021-January,2021-01-01
643,Philippines,E22,1,2021-January,2021-01-01
644,Philippines,E31,459,2021-January,2021-01-01
645,Philippines,E32,4,2021-January,2021-01-01
646,Philippines,E34,143,2021-January,2021-01-01
647,Philippines,E35,136,2021-January,2021-01-01
648,Philippines,EW3,1,2021-January,2021-01-01
649,Philippines,F24,1,2021-January,2021-01-01
650,Philippines,F25,2,2021-January,2021-01-01
651,Philippines,F31,1,2021-January,2021-01-01
652,Philippines,F32,1,2021-January,2021-01-01
653,Philippines,F33,2,2021-January,2021-01-01
654,Philippines,FX1,2,2021-January,2021-01-01
655,Philippines,IH4,4,2021-January,2021-01-01
656,Philippines,IR1,191,2021-January,2021-01-01
657,Philippines,IR2,161,2021-January,2021-01-01
658,Philippines,IW,3,2021-January,2021-01-01
659,Poland,CR1,7,2021-January,2021-01-01
660,Poland,CR2,1,2021-January,2021-01-01
661,Poland,E21,1,2021-January,2021-01-01
662,Poland,E22,1,2021-January,2021-01-01
663,Poland,IR1,4,2021-January,2021-01-01
664,Poland,IR2,3,2021-January,2021-01-01
665,Poland,SB1,3,2021-January,2021-01-01
666,Portugal,CR1,1,2021-January,2021-01-01
667,Portugal,IR1,3,2021-January,2021-01-01
668,Portugal,IR2,2,2021-January,2021-01-01
669,Qatar,E35,14,2021-January,2021-01-01
670,Qatar,IR1,5,2021-January,2021-01-01
671,Qatar,IR2,1,2021-January,2021-01-01
672,Romania,CR1,8,2021-January,2021-01-01
673,Romania,IH3,2,2021-January,2021-01-01
674,Romania,IR1,9,2021-January,2021-01-01
675,Romania,IR2,2,2021-January,2021-01-01
676,Russia,CR1,4,2021-January,2021-01-01
677,Russia,CR2,2,2021-January,2021-01-01
678,Russia,IR1,6,2021-January,2021-01-01
679,Russia,IR2,1,2021-January,2021-01-01
680,Russia,SB1,3,2021-January,2021-01-01
681,Saint Kitts and Nevis,IR1,1,2021-January,2021-01-01
682,Saint Kitts and Nevis,IR2,2,2021-January,2021-01-01
683,Saint Lucia,CR1,3,2021-January,2021-01-01
684,Saint Lucia,IR1,6,2021-January,2021-01-01
685,Saint Lucia,IR2,4,2021-January,2021-01-01
686,Saint Vincent and the Grenadines,E31,2,2021-January,2021-01-01
687,Saint Vincent and the Grenadines,IR1,3,2021-January,2021-01-01
688,Saint Vincent and the Grenadines,IR2,3,2021-January,2021-01-01
689,Samoa,CR1,1,2021-January,2021-01-01
690,Saudi Arabia,CR1,7,2021-January,2021-01-01
691,Saudi Arabia,E34,1,2021-January,2021-01-01
692,Saudi Arabia,E35,7,2021-January,2021-01-01
693,Saudi Arabia,F43,1,2021-January,2021-01-01
694,Saudi Arabia,FX1,1,2021-January,2021-01-01
695,Saudi Arabia,IR1,13,2021-January,2021-01-01
696,Saudi Arabia,IR2,5,2021-January,2021-01-01
697,Saudi Arabia,SB1,3,2021-January,2021-01-01
698,Senegal,CR1,2,2021-January,2021-01-01
699,Senegal,FX2,1,2021-January,2021-01-01
700,Senegal,IR1,18,2021-January,2021-01-01
701,Senegal,IR2,17,2021-January,2021-01-01
702,Serbia,CR1,3,2021-January,2021-01-01
703,Serbia,IR1,4,2021-January,2021-01-01
704,Sierra Leone,CR1,1,2021-January,2021-01-01
705,Sierra Leone,IR5,1,2021-January,2021-01-01
706,Singapore,CR1,3,2021-January,2021-01-01
707,Singapore,E35,3,2021-January,2021-01-01
708,Singapore,IR1,5,2021-January,2021-01-01
709,Sint Maarten,IR2,1,2021-January,2021-01-01
710,Slovakia,E21,1,2021-January,2021-01-01
711,Somalia,CR1,2,2021-January,2021-01-01
712,Somalia,IR1,11,2021-January,2021-01-01
713,Somalia,IR2,8,2021-January,2021-01-01
714,South Africa,CR1,10,2021-January,2021-01-01
715,South Africa,CR2,3,2021-January,2021-01-01
716,South Africa,IH3,2,2021-January,2021-01-01
717,South Africa,IR1,14,2021-January,2021-01-01
718,South Africa,IR2,4,2021-January,2021-01-01
719,Spain,CR1,7,2021-January,2021-01-01
720,Spain,CR2,1,2021-January,2021-01-01
721,Spain,IR1,7,2021-January,2021-01-01
722,Spain,IR2,3,2021-January,2021-01-01
723,Sri Lanka,CR1,12,2021-January,2021-01-01
724,Sri Lanka,CR2,1,2021-January,2021-01-01
725,Sri Lanka,FX1,1,2021-January,2021-01-01
726,Sri Lanka,IR1,4,2021-January,2021-01-01
727,Sri Lanka,IR2,2,2021-January,2021-01-01
728,Sudan,CR1,6,2021-January,2021-01-01
729,Sudan,IR1,25,2021-January,2021-01-01
730,Sudan,IR2,6,2021-January,2021-01-01
731,Sudan,IR5,1,2021-January,2021-01-01
732,Suriname,CR1,1,2021-January,2021-01-01
733,Suriname,CR2,2,2021-January,2021-01-01
734,Suriname,E35,1,2021-January,2021-01-01
735,Sweden,CR1,3,2021-January,2021-01-01
736,Sweden,E31,1,2021-January,2021-01-01
737,Sweden,IR1,7,2021-January,2021-01-01
738,Sweden,IR5,1,2021-January,2021-01-01
739,Switzerland,CR1,4,2021-January,2021-01-01
740,Switzerland,IR1,1,2021-January,2021-01-01
741,Syria,CR1,3,2021-January,2021-01-01
742,Syria,F41,1,2021-January,2021-01-01
743,Syria,IR1,7,2021-January,2021-01-01
744,Syria,IR2,3,2021-January,2021-01-01
745,Tajikistan,IR1,1,2021-January,2021-01-01
746,Tajikistan,IR2,1,2021-January,2021-01-01
747,Tanzania,CR1,7,2021-January,2021-01-01
748,Tanzania,E31,1,2021-January,2021-01-01
749,Tanzania,E34,1,2021-January,2021-01-01
750,Tanzania,IR1,15,2021-January,2021-01-01
751,Tanzania,IR2,12,2021-January,2021-01-01
752,Thailand,CR1,50,2021-January,2021-01-01
753,Thailand,CR2,9,2021-January,2021-01-01
754,Thailand,E31,1,2021-January,2021-01-01
755,Thailand,E34,1,2021-January,2021-01-01
756,Thailand,IH4,8,2021-January,2021-01-01
757,Thailand,IR1,50,2021-January,2021-01-01
758,Thailand,IR2,38,2021-January,2021-01-01
759,Togo,CR1,25,2021-January,2021-01-01
760,Togo,EW3,1,2021-January,2021-01-01
761,Togo,EW4,1,2021-January,2021-01-01
762,Togo,EW5,1,2021-January,2021-01-01
763,Togo,FX1,1,2021-January,2021-01-01
764,Togo,IR1,39,2021-January,2021-01-01
765,Togo,IR2,30,2021-January,2021-01-01
766,Togo,IR5,7,2021-January,2021-01-01
767,Togo,SB1,1,2021-January,2021-01-01
768,Tonga,CR1,1,2021-January,2021-01-01
769,Trinidad and Tobago,CR1,14,2021-January,2021-01-01
770,Trinidad and Tobago,CR2,5,2021-January,2021-01-01
771,Trinidad and Tobago,E31,5,2021-January,2021-01-01
772,Trinidad and Tobago,E34,2,2021-January,2021-01-01
773,Trinidad and Tobago,E35,5,2021-January,2021-01-01
774,Trinidad and Tobago,F11,2,2021-January,2021-01-01
775,Trinidad and Tobago,F31,1,2021-January,2021-01-01
776,Trinidad and Tobago,F32,1,2021-January,2021-01-01
777,Trinidad and Tobago,IR1,16,2021-January,2021-01-01
778,Trinidad and Tobago,IR2,17,2021-January,2021-01-01
779,Trinidad and Tobago,IR5,2,2021-January,2021-01-01
780,Trinidad and Tobago,SB1,1,2021-January,2021-01-01
781,Tunisia,CR1,5,2021-January,2021-01-01
782,Tunisia,E34,1,2021-January,2021-01-01
783,Tunisia,IR1,8,2021-January,2021-01-01
784,Tunisia,IR2,1,2021-January,2021-01-01
785,Turkey,CR1,17,2021-January,2021-01-01
786,Turkey,CR2,2,2021-January,2021-01-01
787,Turkey,E22,1,2021-January,2021-01-01
788,Turkey,E34,1,2021-January,2021-01-01
789,Turkey,FX1,1,2021-January,2021-01-01
790,Turkey,IR1,21,2021-January,2021-01-01
791,Turkey,IR2,8,2021-January,2021-01-01
792,Turkey,IW,1,2021-January,2021-01-01
793,Turkey,SB1,1,2021-January,2021-01-01
794,Turkey,SQ3,1,2021-January,2021-01-01
795,Uganda,E32,1,2021-January,2021-01-01
796,Uganda,E34,1,2021-January,2021-01-01
797,Uganda,FX2,1,2021-January,2021-01-01
798,Uganda,IR1,1,2021-January,2021-01-01
799,Uganda,IR2,6,2021-January,2021-01-01
800,Ukraine,CR1,7,2021-January,2021-01-01
801,Ukraine,CR2,1,2021-January,2021-01-01
802,Ukraine,FX1,1,2021-January,2021-01-01
803,Ukraine,IR1,6,2021-January,2021-01-01
804,Ukraine,IR2,3,2021-January,2021-01-01
805,Ukraine,IR3,9,2021-January,2021-01-01
806,Ukraine,IR4,2,2021-January,2021-01-01
807,Ukraine,IR5,1,2021-January,2021-01-01
808,United Arab Emirates,CR1,5,2021-January,2021-01-01
809,United Arab Emirates,E35,19,2021-January,2021-01-01
810,United Arab Emirates,IR1,16,2021-January,2021-01-01
811,United Arab Emirates,IR2,11,2021-January,2021-01-01
812,United Arab Emirates,SB1,1,2021-January,2021-01-01
813,United Arab Emirates,SQ3,3,2021-January,2021-01-01
814,Uruguay,CR1,2,2021-January,2021-01-01
815,Uruguay,I51,1,2021-January,2021-01-01
816,Uruguay,IR1,3,2021-January,2021-01-01
817,Uruguay,IR2,6,2021-January,2021-01-01
818,Uzbekistan,CR1,2,2021-January,2021-01-01
819,Uzbekistan,FX1,1,2021-January,2021-01-01
820,Uzbekistan,IR1,3,2021-January,2021-01-01
821,Uzbekistan,IR2,2,2021-January,2021-01-01
822,Venezuela,CR1,7,2021-January,2021-01-01
823,Venezuela,CR2,4,2021-January,2021-01-01
824,Venezuela,E11,1,2021-January,2021-01-01
825,Venezuela,E14,1,2021-January,2021-01-01
826,Venezuela,E15,2,2021-January,2021-01-01
827,Venezuela,F31,1,2021-January,2021-01-01
828,Venezuela,F32,1,2021-January,2021-01-01
829,Venezuela,F33,2,2021-January,2021-01-01
830,Venezuela,FX1,1,2021-January,2021-01-01
831,Venezuela,FX2,3,2021-January,2021-01-01
832,Venezuela,IR1,11,2021-January,2021-01-01
833,Venezuela,IR2,14,2021-January,2021-01-01
834,Venezuela,IR5,3,2021-January,2021-01-01
835,Venezuela,IW,1,2021-January,2021-01-01
836,Vietnam,CR1,189,2021-January,2021-01-01
837,Vietnam,CR2,41,2021-January,2021-01-01
838,Vietnam,FX1,1,2021-January,2021-01-01
839,Vietnam,FX3,2,2021-January,2021-01-01
840,Vietnam,I51,4,2021-January,2021-01-01
841,Vietnam,I52,5,2021-January,2021-01-01
842,Vietnam,I53,9,2021-January,2021-01-01
843,Vietnam,IB1,2,2021-January,2021-01-01
844,Vietnam,IR1,151,2021-January,2021-01-01
845,Vietnam,IR2,97,2021-January,2021-01-01
846,Vietnam,IR5,2,2021-January,2021-01-01
847,Vietnam,IW,2,2021-January,2021-01-01
848,Vietnam,SB1,8,2021-January,2021-01-01
849,Vietnam,SE1,1,2021-January,2021-01-01
850,Vietnam,SE2,1,2021-January,2021-01-01
851,Vietnam,SE3,2,2021-January,2021-01-01
852,Yemen,CR1,2,2021-January,2021-01-01
853,Yemen,F24,1,2021-January,2021-01-01
854,Yemen,F31,1,2021-January,2021-01-01
855,Yemen,F32,1,2021-January,2021-01-01
856,Yemen,F33,4,2021-January,2021-01-01
857,Yemen,FX2,4,2021-January,2021-01-01
858,Yemen,IR1,96,2021-January,2021-01-01
859,Yemen,IR2,84,2021-January,2021-01-01
860,Yemen,IW,2,2021-January,2021-01-01
861,Yemen,SB1,2,2021-January,2021-01-01
862,Zimbabwe,CR1,1,2021-January,2021-01-01
863,Zimbabwe,E31,2,2021-January,2021-01-01
864,Zimbabwe,E34,2,2021-January,2021-01-01
865,Zimbabwe,E35,4,2021-January,2021-01-01
866,Zimbabwe,IR1,1,2021-January,2021-01-01
867,Zimbabwe,IR2,1,2021-January,2021-01-01
868,Afghanistan,CR1,2,2021-February,2021-02-01
869,Afghanistan,IR1,19,2021-February,2021-02-01
870,Afghanistan,IR5,1,2021-February,2021-02-01
871,Afghanistan,SQ,162,2021-February,2021-02-01
872,Albania,CR1,19,2021-February,2021-02-01
873,Albania,CR2,1,2021-February,2021-02-01
874,Albania,F4,7,2021-February,2021-02-01
875,Albania,IH3,1,2021-February,2021-02-01
876,Albania,IR1,27,2021-February,2021-02-01
877,Albania,IR2,7,2021-February,2021-02-01
878,Albania,IR5,15,2021-February,2021-02-01
879,Algeria,CR1,5,2021-February,2021-02-01
880,Algeria,F2A,1,2021-February,2021-02-01
881,Algeria,IR1,25,2021-February,2021-02-01
882,Algeria,IR2,4,2021-February,2021-02-01
883,Algeria,IR5,2,2021-February,2021-02-01
884,Algeria,SB1,1,2021-February,2021-02-01
885,Algeria,SE,1,2021-February,2021-02-01
886,Angola,CR1,1,2021-February,2021-02-01
887,Angola,F2B,1,2021-February,2021-02-01
888,Angola,IR1,1,2021-February,2021-02-01
889,Angola,IR2,1,2021-February,2021-02-01
890,Antigua and Barbuda,CR1,3,2021-February,2021-02-01
891,Antigua and Barbuda,IR2,4,2021-February,2021-02-01
892,Argentina,CR1,6,2021-February,2021-02-01
893,Argentina,F4,1,2021-February,2021-02-01
894,Argentina,FX,1,2021-February,2021-02-01
895,Argentina,IR1,12,2021-February,2021-02-01
896,Argentina,IR2,12,2021-February,2021-02-01
897,Armenia,CR1,9,2021-February,2021-02-01
898,Armenia,IR1,8,2021-February,2021-02-01
899,Armenia,IR2,5,2021-February,2021-02-01
900,Armenia,IW,1,2021-February,2021-02-01
901,Armenia,SB1,1,2021-February,2021-02-01
902,Armenia,SE,1,2021-February,2021-02-01
903,Australia,CR1,25,2021-February,2021-02-01
904,Australia,E2,1,2021-February,2021-02-01
905,Australia,E3,2,2021-February,2021-02-01
906,Australia,IR1,17,2021-February,2021-02-01
907,Australia,IR2,4,2021-February,2021-02-01
908,Austria,CR1,1,2021-February,2021-02-01
909,Austria,IR1,3,2021-February,2021-02-01
910,Austria,IR2,2,2021-February,2021-02-01
911,Azerbaijan,CR1,1,2021-February,2021-02-01
912,Azerbaijan,IR1,3,2021-February,2021-02-01
913,"Bahamas, The",CR1,3,2021-February,2021-02-01
914,"Bahamas, The",E3,11,2021-February,2021-02-01
915,"Bahamas, The",IR1,8,2021-February,2021-02-01
916,"Bahamas, The",IR2,7,2021-February,2021-02-01
917,Bahrain,CR1,1,2021-February,2021-02-01
918,Bahrain,E3,12,2021-February,2021-02-01
919,Bangladesh,CR1,184,2021-February,2021-02-01
920,Bangladesh,CR2,1,2021-February,2021-02-01
921,Bangladesh,F4,26,2021-February,2021-02-01
922,Bangladesh,FX,4,2021-February,2021-02-01
923,Bangladesh,IR1,302,2021-February,2021-02-01
924,Bangladesh,IR2,52,2021-February,2021-02-01
925,Bangladesh,IR4,2,2021-February,2021-02-01
926,Bangladesh,IR5,7,2021-February,2021-02-01
927,Barbados,CR1,3,2021-February,2021-02-01
928,Barbados,CR2,1,2021-February,2021-02-01
929,Barbados,IR1,3,2021-February,2021-02-01
930,Belarus,CR1,2,2021-February,2021-02-01
931,Belarus,CR2,3,2021-February,2021-02-01
932,Belarus,IR1,5,2021-February,2021-02-01
933,Belarus,IR2,2,2021-February,2021-02-01
934,Belarus,SB1,1,2021-February,2021-02-01
935,Belgium,IR1,4,2021-February,2021-02-01
936,Belgium,IR2,1,2021-February,2021-02-01
937,Belize,E3,3,2021-February,2021-02-01
938,Belize,F1,1,2021-February,2021-02-01
939,Belize,FX,1,2021-February,2021-02-01
940,Belize,IR1,4,2021-February,2021-02-01
941,Belize,IR2,10,2021-February,2021-02-01
942,Belize,IW,1,2021-February,2021-02-01
943,Benin,CR1,2,2021-February,2021-02-01
944,Benin,CR2,1,2021-February,2021-02-01
945,Benin,IR1,11,2021-February,2021-02-01
946,Benin,IR2,31,2021-February,2021-02-01
947,Bermuda,IR1,2,2021-February,2021-02-01
948,Bermuda,IR2,1,2021-February,2021-02-01
949,Bhutan,CR2,1,2021-February,2021-02-01
950,Bhutan,IR2,3,2021-February,2021-02-01
951,Bolivia,IR1,3,2021-February,2021-02-01
952,Bolivia,IR2,5,2021-February,2021-02-01
953,Bosnia-Herzegovina,CR1,3,2021-February,2021-02-01
954,Bosnia-Herzegovina,IR1,5,2021-February,2021-02-01
955,Botswana,IR2,2,2021-February,2021-02-01
956,Brazil,CR1,4,2021-February,2021-02-01
957,Brazil,CR2,1,2021-February,2021-02-01
958,Brazil,E1,1,2021-February,2021-02-01
959,Brazil,E2,2,2021-February,2021-02-01
960,Brazil,E3,2,2021-February,2021-02-01
961,Brazil,FX,1,2021-February,2021-02-01
962,Brazil,IR1,24,2021-February,2021-02-01
963,Brazil,IR2,8,2021-February,2021-02-01
964,British Virgin Islands,IR1,1,2021-February,2021-02-01
965,Bulgaria,CR1,3,2021-February,2021-02-01
966,Bulgaria,CR2,2,2021-February,2021-02-01
967,Bulgaria,IH3,7,2021-February,2021-02-01
968,Bulgaria,IR1,3,2021-February,2021-02-01
969,Bulgaria,IR2,3,2021-February,2021-02-01
970,Burkina Faso,CR1,3,2021-February,2021-02-01
971,Burkina Faso,IH3,1,2021-February,2021-02-01
972,Burkina Faso,IR1,9,2021-February,2021-02-01
973,Burkina Faso,IR2,20,2021-February,2021-02-01
974,Burkina Faso,IR5,1,2021-February,2021-02-01
975,Burma,CR1,9,2021-February,2021-02-01
976,Burma,CR2,1,2021-February,2021-02-01
977,Burma,IR1,13,2021-February,2021-02-01
978,Burma,IR2,2,2021-February,2021-02-01
979,Burma,SB1,1,2021-February,2021-02-01
980,Burundi,CR1,1,2021-February,2021-02-01
981,Burundi,DV,1,2021-February,2021-02-01
982,Cabo Verde,CR1,3,2021-February,2021-02-01
983,Cabo Verde,F1,4,2021-February,2021-02-01
984,Cabo Verde,F2B,8,2021-February,2021-02-01
985,Cabo Verde,FX,14,2021-February,2021-02-01
986,Cabo Verde,IR1,1,2021-February,2021-02-01
987,Cabo Verde,IR2,11,2021-February,2021-02-01
988,Cabo Verde,IR5,1,2021-February,2021-02-01
989,Cabo Verde,SB1,1,2021-February,2021-02-01
990,Cambodia,CR1,4,2021-February,2021-02-01
991,Cambodia,F4,3,2021-February,2021-02-01
992,Cambodia,IR1,11,2021-February,2021-02-01
993,Cambodia,IR2,8,2021-February,2021-02-01
994,Cambodia,SB1,1,2021-February,2021-02-01
995,Cameroon,CR1,15,2021-February,2021-02-01
996,Cameroon,CR2,4,2021-February,2021-02-01
997,Cameroon,E3,1,2021-February,2021-02-01
998,Cameroon,IR1,22,2021-February,2021-02-01
999,Cameroon,IR2,42,2021-February,2021-02-01
1000,Cameroon,IR5,3,2021-February,2021-02-01
1001,Cameroon,SB1,2,2021-February,2021-02-01
1002,Canada,CR1,42,2021-February,2021-02-01
1003,Canada,CR2,2,2021-February,2021-02-01
1004,Canada,E3,8,2021-February,2021-02-01
1005,Canada,I5,1,2021-February,2021-02-01
1006,Canada,IR1,104,2021-February,2021-02-01
1007,Canada,IR2,19,2021-February,2021-02-01
1008,Canada,SB1,1,2021-February,2021-02-01
1009,Chad,CR1,1,2021-February,2021-02-01
1010,Chad,IR1,1,2021-February,2021-02-01
1011,Chile,CR1,4,2021-February,2021-02-01
1012,Chile,FX,1,2021-February,2021-02-01
1013,Chile,IR1,18,2021-February,2021-02-01
1014,Chile,IR2,5,2021-February,2021-02-01
1015,China - mainland born,CR1,44,2021-February,2021-02-01
1016,China - mainland born,CR2,8,2021-February,2021-02-01
1017,China - mainland born,F4,2,2021-February,2021-02-01
1018,China - mainland born,IR1,82,2021-February,2021-02-01
1019,China - mainland born,IR2,29,2021-February,2021-02-01
1020,China - mainland born,SB1,5,2021-February,2021-02-01
1021,China - Taiwan born,CR1,1,2021-February,2021-02-01
1022,China - Taiwan born,I5,12,2021-February,2021-02-01
1023,China - Taiwan born,IR1,6,2021-February,2021-02-01
1024,China - Taiwan born,IR2,2,2021-February,2021-02-01
