Fiscal Year-value,Fiscal Year-alias,Month (abbv)-value,Month (abbv)-alias,SUM(Encounter Count)-alias,Citizenship Grouping,Component,Demographic,Title of Authority
2021,2021,NOV,NOV,5,El Salvador,Office of Field Operations,UC / Single Minors,Title 8
2022,2022,NOV,NOV,2,El Salvador,Office of Field Operations,UC / Single Minors,Title 8
2023 (FYTD),2023 (FYTD),NOV,NOV,8,El Salvador,Office of Field Operations,UC / Single Minors,Title 8
2020,2020,OCT,OCT,23,El Salvador,Office of Field Operations,UC / Single Minors,Title 8
2021,2021,OCT,OCT,4,El Salvador,Office of Field Operations,UC / Single Minors,Title 8
2022,2022,OCT,OCT,8,El Salvador,Office of Field Operations,UC / Single Minors,Title 8
2023 (FYTD),2023 (FYTD),OCT,OCT,13,El Salvador,Office of Field Operations,UC / Single Minors,Title 8
2020,2020,SEP,SEP,1,El Salvador,Office of Field Operations,UC / Single Minors,Title 42
2020,2020,AUG,AUG,1,El Salvador,Office of Field Operations,UC / Single Minors,Title 42
2020,2020,MAY,MAY,1,El Salvador,Office of Field Operations,UC / Single Minors,Title 42
2020,2020,SEP,SEP,2186,El Salvador,U.S. Border Patrol,all,all
2021,2021,SEP,SEP,10858,El Salvador,U.S. Border Patrol,all,all
2022,2022,SEP,SEP,5723,El Salvador,U.S. Border Patrol,all,all
2020,2020,AUG,AUG,1462,El Salvador,U.S. Border Patrol,all,all
2021,2021,AUG,AUG,11974,El Salvador,U.S. Border Patrol,all,all
2022,2022,AUG,AUG,6048,El Salvador,U.S. Border Patrol,all,all
2020,2020,JUL,JUL,931,El Salvador,U.S. Border Patrol,all,all
2021,2021,JUL,JUL,12157,El Salvador,U.S. Border Patrol,all,all
2022,2022,JUL,JUL,7540,El Salvador,U.S. Border Patrol,all,all
2020,2020,JUN,JUN,529,El Salvador,U.S. Border Patrol,all,all
2021,2021,JUN,JUN,11055,El Salvador,U.S. Border Patrol,all,all
2022,2022,JUN,JUN,8724,El Salvador,U.S. Border Patrol,all,all
2020,2020,MAY,MAY,456,El Salvador,U.S. Border Patrol,all,all
2021,2021,MAY,MAY,10051,El Salvador,U.S. Border Patrol,all,all
2022,2022,MAY,MAY,8371,El Salvador,U.S. Border Patrol,all,all
2020,2020,APR,APR,545,El Salvador,U.S. Border Patrol,all,all
2021,2021,APR,APR,10843,El Salvador,U.S. Border Patrol,all,all
2022,2022,APR,APR,7739,El Salvador,U.S. Border Patrol,all,all
2020,2020,MAR,MAR,1382,El Salvador,U.S. Border Patrol,all,all
2021,2021,MAR,MAR,9423,El Salvador,U.S. Border Patrol,all,all
2022,2022,MAR,MAR,8250,El Salvador,U.S. Border Patrol,all,all
2020,2020,FEB,FEB,1388,El Salvador,U.S. Border Patrol,all,all
2021,2021,FEB,FEB,5562,El Salvador,U.S. Border Patrol,all,all
2022,2022,FEB,FEB,6997,El Salvador,U.S. Border Patrol,all,all
2020,2020,JAN,JAN,1217,El Salvador,U.S. Border Patrol,all,all
2021,2021,JAN,JAN,3533,El Salvador,U.S. Border Patrol,all,all
2022,2022,JAN,JAN,5702,El Salvador,U.S. Border Patrol,all,all
2020,2020,DEC,DEC,1839,El Salvador,U.S. Border Patrol,all,all
2021,2021,DEC,DEC,3882,El Salvador,U.S. Border Patrol,all,all
2022,2022,DEC,DEC,8757,El Salvador,U.S. Border Patrol,all,all
2023 (FYTD),2023 (FYTD),DEC,DEC,4128,El Salvador,U.S. Border Patrol,all,all
2020,2020,NOV,NOV,2069,El Salvador,U.S. Border Patrol,all,all
2021,2021,NOV,NOV,3607,El Salvador,U.S. Border Patrol,all,all
2022,2022,NOV,NOV,9586,El Salvador,U.S. Border Patrol,all,all
2023 (FYTD),2023 (FYTD),NOV,NOV,4848,El Salvador,U.S. Border Patrol,all,all
2020,2020,OCT,OCT,2480,El Salvador,U.S. Border Patrol,all,all
2021,2021,OCT,OCT,2985,El Salvador,U.S. Border Patrol,all,all
2022,2022,OCT,OCT,9759,El Salvador,U.S. Border Patrol,all,all
2023 (FYTD),2023 (FYTD),OCT,OCT,5370,El Salvador,U.S. Border Patrol,all,all
2020,2020,SEP,SEP,258,El Salvador,U.S. Border Patrol,all,Title 8
2021,2021,SEP,SEP,5151,El Salvador,U.S. Border Patrol,all,Title 8
2022,2022,SEP,SEP,2324,El Salvador,U.S. Border Patrol,all,Title 8
2020,2020,AUG,AUG,155,El Salvador,U.S. Border Patrol,all,Title 8
2021,2021,AUG,AUG,6892,El Salvador,U.S. Border Patrol,all,Title 8
2022,2022,AUG,AUG,2293,El Salvador,U.S. Border Patrol,all,Title 8
2020,2020,JUL,JUL,64,El Salvador,U.S. Border Patrol,all,Title 8
2021,2021,JUL,JUL,6580,El Salvador,U.S. Border Patrol,all,Title 8
2022,2022,JUL,JUL,2932,El Salvador,U.S. Border Patrol,all,Title 8
2020,2020,JUN,JUN,41,El Salvador,U.S. Border Patrol,all,Title 8
2021,2021,JUN,JUN,4886,El Salvador,U.S. Border Patrol,all,Title 8
2022,2022,JUN,JUN,3709,El Salvador,U.S. Border Patrol,all,Title 8
2020,2020,MAY,MAY,31,El Salvador,U.S. Border Patrol,all,Title 8
2021,2021,MAY,MAY,4119,El Salvador,U.S. Border Patrol,all,Title 8
2022,2022,MAY,MAY,3352,El Salvador,U.S. Border Patrol,all,Title 8
2020,2020,APR,APR,32,El Salvador,U.S. Border Patrol,all,Title 8
2021,2021,APR,APR,4593,El Salvador,U.S. Border Patrol,all,Title 8
2022,2022,APR,APR,2764,El Salvador,U.S. Border Patrol,all,Title 8
2020,2020,MAR,MAR,1035,El Salvador,U.S. Border Patrol,all,Title 8
2021,2021,MAR,MAR,3699,El Salvador,U.S. Border Patrol,all,Title 8
2022,2022,MAR,MAR,2942,El Salvador,U.S. Border Patrol,all,Title 8
2020,2020,FEB,FEB,1388,El Salvador,U.S. Border Patrol,all,Title 8
2021,2021,FEB,FEB,1700,El Salvador,U.S. Border Patrol,all,Title 8
2022,2022,FEB,FEB,2374,El Salvador,U.S. Border Patrol,all,Title 8
2020,2020,JAN,JAN,1217,El Salvador,U.S. Border Patrol,all,Title 8
2021,2021,JAN,JAN,618,El Salvador,U.S. Border Patrol,all,Title 8
2022,2022,JAN,JAN,1925,El Salvador,U.S. Border Patrol,all,Title 8
2020,2020,DEC,DEC,1839,El Salvador,U.S. Border Patrol,all,Title 8
2021,2021,DEC,DEC,482,El Salvador,U.S. Border Patrol,all,Title 8
2022,2022,DEC,DEC,3367,El Salvador,U.S. Border Patrol,all,Title 8
2023 (FYTD),2023 (FYTD),DEC,DEC,1826,El Salvador,U.S. Border Patrol,all,Title 8
2020,2020,NOV,NOV,2069,El Salvador,U.S. Border Patrol,all,Title 8
2021,2021,NOV,NOV,394,El Salvador,U.S. Border Patrol,all,Title 8
2022,2022,NOV,NOV,4545,El Salvador,U.S. Border Patrol,all,Title 8
2023 (FYTD),2023 (FYTD),NOV,NOV,2135,El Salvador,U.S. Border Patrol,all,Title 8
2020,2020,OCT,OCT,2480,El Salvador,U.S. Border Patrol,all,Title 8
2021,2021,OCT,OCT,343,El Salvador,U.S. Border Patrol,all,Title 8
2022,2022,OCT,OCT,4531,El Salvador,U.S. Border Patrol,all,Title 8
2023 (FYTD),2023 (FYTD),OCT,OCT,2104,El Salvador,U.S. Border Patrol,all,Title 8
2020,2020,SEP,SEP,1928,El Salvador,U.S. Border Patrol,all,Title 42
2021,2021,SEP,SEP,5707,El Salvador,U.S. Border Patrol,all,Title 42
2022,2022,SEP,SEP,3399,El Salvador,U.S. Border Patrol,all,Title 42
2020,2020,AUG,AUG,1307,El Salvador,U.S. Border Patrol,all,Title 42
2021,2021,AUG,AUG,5082,El Salvador,U.S. Border Patrol,all,Title 42
2022,2022,AUG,AUG,3755,El Salvador,U.S. Border Patrol,all,Title 42
2020,2020,JUL,JUL,867,El Salvador,U.S. Border Patrol,all,Title 42
2021,2021,JUL,JUL,5577,El Salvador,U.S. Border Patrol,all,Title 42
2022,2022,JUL,JUL,4608,El Salvador,U.S. Border Patrol,all,Title 42
2020,2020,JUN,JUN,488,El Salvador,U.S. Border Patrol,all,Title 42
2021,2021,JUN,JUN,6169,El Salvador,U.S. Border Patrol,all,Title 42
2022,2022,JUN,JUN,5015,El Salvador,U.S. Border Patrol,all,Title 42
2020,2020,MAY,MAY,425,El Salvador,U.S. Border Patrol,all,Title 42
2021,2021,MAY,MAY,5932,El Salvador,U.S. Border Patrol,all,Title 42
2022,2022,MAY,MAY,5019,El Salvador,U.S. Border Patrol,all,Title 42
2020,2020,APR,APR,513,El Salvador,U.S. Border Patrol,all,Title 42
2021,2021,APR,APR,6250,El Salvador,U.S. Border Patrol,all,Title 42
2022,2022,APR,APR,4975,El Salvador,U.S. Border Patrol,all,Title 42
2020,2020,MAR,MAR,347,El Salvador,U.S. Border Patrol,all,Title 42
2021,2021,MAR,MAR,5724,El Salvador,U.S. Border Patrol,all,Title 42
2022,2022,MAR,MAR,5308,El Salvador,U.S. Border Patrol,all,Title 42
2021,2021,FEB,FEB,3862,El Salvador,U.S. Border Patrol,all,Title 42
2022,2022,FEB,FEB,4623,El Salvador,U.S. Border Patrol,all,Title 42
2021,2021,JAN,JAN,2915,El Salvador,U.S. Border Patrol,all,Title 42
2022,2022,JAN,JAN,3777,El Salvador,U.S. Border Patrol,all,Title 42
2021,2021,DEC,DEC,3400,El Salvador,U.S. Border Patrol,all,Title 42
2022,2022,DEC,DEC,5390,El Salvador,U.S. Border Patrol,all,Title 42
2023 (FYTD),2023 (FYTD),DEC,DEC,2302,El Salvador,U.S. Border Patrol,all,Title 42
2021,2021,NOV,NOV,3213,El Salvador,U.S. Border Patrol,all,Title 42
2022,2022,NOV,NOV,5041,El Salvador,U.S. Border Patrol,all,Title 42
2023 (FYTD),2023 (FYTD),NOV,NOV,2713,El Salvador,U.S. Border Patrol,all,Title 42
2021,2021,OCT,OCT,2642,El Salvador,U.S. Border Patrol,all,Title 42
2022,2022,OCT,OCT,5228,El Salvador,U.S. Border Patrol,all,Title 42
2023 (FYTD),2023 (FYTD),OCT,OCT,3266,El Salvador,U.S. Border Patrol,all,Title 42
2020,2020,SEP,SEP,296,El Salvador,U.S. Border Patrol,FMUA,all
2021,2021,SEP,SEP,4785,El Salvador,U.S. Border Patrol,FMUA,all
2022,2022,SEP,SEP,1211,El Salvador,U.S. Border Patrol,FMUA,all
2020,2020,AUG,AUG,173,El Salvador,U.S. Border Patrol,FMUA,all
2021,2021,AUG,AUG,6042,El Salvador,U.S. Border Patrol,FMUA,all
2022,2022,AUG,AUG,1234,El Salvador,U.S. Border Patrol,FMUA,all
2020,2020,JUL,JUL,130,El Salvador,U.S. Border Patrol,FMUA,all
2021,2021,JUL,JUL,5577,El Salvador,U.S. Border Patrol,FMUA,all
2022,2022,JUL,JUL,1923,El Salvador,U.S. Border Patrol,FMUA,all
2020,2020,JUN,JUN,59,El Salvador,U.S. Border Patrol,FMUA,all
2021,2021,JUN,JUN,4005,El Salvador,U.S. Border Patrol,FMUA,all
2022,2022,JUN,JUN,2640,El Salvador,U.S. Border Patrol,FMUA,all
2020,2020,MAY,MAY,71,El Salvador,U.S. Border Patrol,FMUA,all
2021,2021,MAY,MAY,3195,El Salvador,U.S. Border Patrol,FMUA,all
2022,2022,MAY,MAY,2210,El Salvador,U.S. Border Patrol,FMUA,all
2020,2020,APR,APR,52,El Salvador,U.S. Border Patrol,FMUA,all
2021,2021,APR,APR,4303,El Salvador,U.S. Border Patrol,FMUA,all
2022,2022,APR,APR,1580,El Salvador,U.S. Border Patrol,FMUA,all
2020,2020,MAR,MAR,300,El Salvador,U.S. Border Patrol,FMUA,all
2021,2021,MAR,MAR,4120,El Salvador,U.S. Border Patrol,FMUA,all
2022,2022,MAR,MAR,1822,El Salvador,U.S. Border Patrol,FMUA,all
2020,2020,FEB,FEB,270,El Salvador,U.S. Border Patrol,FMUA,all
2021,2021,FEB,FEB,1838,El Salvador,U.S. Border Patrol,FMUA,all
2022,2022,FEB,FEB,1508,El Salvador,U.S. Border Patrol,FMUA,all
2020,2020,JAN,JAN,336,El Salvador,U.S. Border Patrol,FMUA,all
2021,2021,JAN,JAN,504,El Salvador,U.S. Border Patrol,FMUA,all
2022,2022,JAN,JAN,1297,El Salvador,U.S. Border Patrol,FMUA,all
2020,2020,DEC,DEC,644,El Salvador,U.S. Border Patrol,FMUA,all
2021,2021,DEC,DEC,445,El Salvador,U.S. Border Patrol,FMUA,all
2022,2022,DEC,DEC,2926,El Salvador,U.S. Border Patrol,FMUA,all
2023 (FYTD),2023 (FYTD),DEC,DEC,932,El Salvador,U.S. Border Patrol,FMUA,all
2020,2020,NOV,NOV,851,El Salvador,U.S. Border Patrol,FMUA,all
2021,2021,NOV,NOV,413,El Salvador,U.S. Border Patrol,FMUA,all
2022,2022,NOV,NOV,3835,El Salvador,U.S. Border Patrol,FMUA,all
2023 (FYTD),2023 (FYTD),NOV,NOV,1015,El Salvador,U.S. Border Patrol,FMUA,all
2020,2020,OCT,OCT,1153,El Salvador,U.S. Border Patrol,FMUA,all
2021,2021,OCT,OCT,528,El Salvador,U.S. Border Patrol,FMUA,all
2022,2022,OCT,OCT,4102,El Salvador,U.S. Border Patrol,FMUA,all
2023 (FYTD),2023 (FYTD),OCT,OCT,1161,El Salvador,U.S. Border Patrol,FMUA,all
2020,2020,SEP,SEP,15,El Salvador,U.S. Border Patrol,FMUA,Title 8
2021,2021,SEP,SEP,3071,El Salvador,U.S. Border Patrol,FMUA,Title 8
2022,2022,SEP,SEP,792,El Salvador,U.S. Border Patrol,FMUA,Title 8
2020,2020,AUG,AUG,16,El Salvador,U.S. Border Patrol,FMUA,Title 8
2021,2021,AUG,AUG,4579,El Salvador,U.S. Border Patrol,FMUA,Title 8
2022,2022,AUG,AUG,766,El Salvador,U.S. Border Patrol,FMUA,Title 8
2021,2021,JUL,JUL,4254,El Salvador,U.S. Border Patrol,FMUA,Title 8
2022,2022,JUL,JUL,1201,El Salvador,U.S. Border Patrol,FMUA,Title 8
2020,2020,JUN,JUN,2,El Salvador,U.S. Border Patrol,FMUA,Title 8
2021,2021,JUN,JUN,2854,El Salvador,U.S. Border Patrol,FMUA,Title 8
2022,2022,JUN,JUN,1638,El Salvador,U.S. Border Patrol,FMUA,Title 8
2020,2020,MAY,MAY,2,El Salvador,U.S. Border Patrol,FMUA,Title 8
2021,2021,MAY,MAY,2245,El Salvador,U.S. Border Patrol,FMUA,Title 8
2022,2022,MAY,MAY,1404,El Salvador,U.S. Border Patrol,FMUA,Title 8
2021,2021,APR,APR,2324,El Salvador,U.S. Border Patrol,FMUA,Title 8
2022,2022,APR,APR,956,El Salvador,U.S. Border Patrol,FMUA,Title 8
2020,2020,MAR,MAR,216,El Salvador,U.S. Border Patrol,FMUA,Title 8
2021,2021,MAR,MAR,1968,El Salvador,U.S. Border Patrol,FMUA,Title 8
2022,2022,MAR,MAR,1254,El Salvador,U.S. Border Patrol,FMUA,Title 8
2020,2020,FEB,FEB,270,El Salvador,U.S. Border Patrol,FMUA,Title 8
2021,2021,FEB,FEB,815,El Salvador,U.S. Border Patrol,FMUA,Title 8
2022,2022,FEB,FEB,1051,El Salvador,U.S. Border Patrol,FMUA,Title 8
2020,2020,JAN,JAN,336,El Salvador,U.S. Border Patrol,FMUA,Title 8
2021,2021,JAN,JAN,124,El Salvador,U.S. Border Patrol,FMUA,Title 8
2022,2022,JAN,JAN,828,El Salvador,U.S. Border Patrol,FMUA,Title 8
2020,2020,DEC,DEC,644,El Salvador,U.S. Border Patrol,FMUA,Title 8
2021,2021,DEC,DEC,19,El Salvador,U.S. Border Patrol,FMUA,Title 8
2022,2022,DEC,DEC,1846,El Salvador,U.S. Border Patrol,FMUA,Title 8
2023 (FYTD),2023 (FYTD),DEC,DEC,600,El Salvador,U.S. Border Patrol,FMUA,Title 8
2020,2020,NOV,NOV,851,El Salvador,U.S. Border Patrol,FMUA,Title 8
2021,2021,NOV,NOV,1,El Salvador,U.S. Border Patrol,FMUA,Title 8
2022,2022,NOV,NOV,2619,El Salvador,U.S. Border Patrol,FMUA,Title 8
2023 (FYTD),2023 (FYTD),NOV,NOV,700,El Salvador,U.S. Border Patrol,FMUA,Title 8
2020,2020,OCT,OCT,1153,El Salvador,U.S. Border Patrol,FMUA,Title 8
2021,2021,OCT,OCT,14,El Salvador,U.S. Border Patrol,FMUA,Title 8
2022,2022,OCT,OCT,2654,El Salvador,U.S. Border Patrol,FMUA,Title 8
2023 (FYTD),2023 (FYTD),OCT,OCT,714,El Salvador,U.S. Border Patrol,FMUA,Title 8
2020,2020,SEP,SEP,281,El Salvador,U.S. Border Patrol,FMUA,Title 42
2021,2021,SEP,SEP,1714,El Salvador,U.S. Border Patrol,FMUA,Title 42
2022,2022,SEP,SEP,419,El Salvador,U.S. Border Patrol,FMUA,Title 42
2020,2020,AUG,AUG,157,El Salvador,U.S. Border Patrol,FMUA,Title 42
2021,2021,AUG,AUG,1463,El Salvador,U.S. Border Patrol,FMUA,Title 42
2022,2022,AUG,AUG,468,El Salvador,U.S. Border Patrol,FMUA,Title 42
2020,2020,JUL,JUL,130,El Salvador,U.S. Border Patrol,FMUA,Title 42
2021,2021,JUL,JUL,1323,El Salvador,U.S. Border Patrol,FMUA,Title 42
2022,2022,JUL,JUL,722,El Salvador,U.S. Border Patrol,FMUA,Title 42
2020,2020,JUN,JUN,57,El Salvador,U.S. Border Patrol,FMUA,Title 42
2021,2021,JUN,JUN,1151,El Salvador,U.S. Border Patrol,FMUA,Title 42
2022,2022,JUN,JUN,1002,El Salvador,U.S. Border Patrol,FMUA,Title 42
2020,2020,MAY,MAY,69,El Salvador,U.S. Border Patrol,FMUA,Title 42
2021,2021,MAY,MAY,950,El Salvador,U.S. Border Patrol,FMUA,Title 42
2022,2022,MAY,MAY,806,El Salvador,U.S. Border Patrol,FMUA,Title 42
2020,2020,APR,APR,52,El Salvador,U.S. Border Patrol,FMUA,Title 42
2021,2021,APR,APR,1979,El Salvador,U.S. Border Patrol,FMUA,Title 42
2022,2022,APR,APR,624,El Salvador,U.S. Border Patrol,FMUA,Title 42
2020,2020,MAR,MAR,84,El Salvador,U.S. Border Patrol,FMUA,Title 42
2021,2021,MAR,MAR,2152,El Salvador,U.S. Border Patrol,FMUA,Title 42
2022,2022,MAR,MAR,568,El Salvador,U.S. Border Patrol,FMUA,Title 42
2021,2021,FEB,FEB,1023,El Salvador,U.S. Border Patrol,FMUA,Title 42
2022,2022,FEB,FEB,457,El Salvador,U.S. Border Patrol,FMUA,Title 42
2021,2021,JAN,JAN,380,El Salvador,U.S. Border Patrol,FMUA,Title 42
2022,2022,JAN,JAN,469,El Salvador,U.S. Border Patrol,FMUA,Title 42
2021,2021,DEC,DEC,426,El Salvador,U.S. Border Patrol,FMUA,Title 42
2022,2022,DEC,DEC,1080,El Salvador,U.S. Border Patrol,FMUA,Title 42
2023 (FYTD),2023 (FYTD),DEC,DEC,332,El Salvador,U.S. Border Patrol,FMUA,Title 42
2021,2021,NOV,NOV,412,El Salvador,U.S. Border Patrol,FMUA,Title 42
2022,2022,NOV,NOV,1216,El Salvador,U.S. Border Patrol,FMUA,Title 42
2023 (FYTD),2023 (FYTD),NOV,NOV,315,El Salvador,U.S. Border Patrol,FMUA,Title 42
2021,2021,OCT,OCT,514,El Salvador,U.S. Border Patrol,FMUA,Title 42
2022,2022,OCT,OCT,1448,El Salvador,U.S. Border Patrol,FMUA,Title 42
2023 (FYTD),2023 (FYTD),OCT,OCT,447,El Salvador,U.S. Border Patrol,FMUA,Title 42
2020,2020,SEP,SEP,1665,El Salvador,U.S. Border Patrol,Single Adults,all
2021,2021,SEP,SEP,4169,El Salvador,U.S. Border Patrol,Single Adults,all
2022,2022,SEP,SEP,3366,El Salvador,U.S. Border Patrol,Single Adults,all
2020,2020,AUG,AUG,1146,El Salvador,U.S. Border Patrol,Single Adults,all
2021,2021,AUG,AUG,3827,El Salvador,U.S. Border Patrol,Single Adults,all
2022,2022,AUG,AUG,3676,El Salvador,U.S. Border Patrol,Single Adults,all
2020,2020,JUL,JUL,708,El Salvador,U.S. Border Patrol,Single Adults,all
2021,2021,JUL,JUL,4469,El Salvador,U.S. Border Patrol,Single Adults,all
2022,2022,JUL,JUL,4306,El Salvador,U.S. Border Patrol,Single Adults,all
2020,2020,JUN,JUN,432,El Salvador,U.S. Border Patrol,Single Adults,all
2021,2021,JUN,JUN,5210,El Salvador,U.S. Border Patrol,Single Adults,all
2022,2022,JUN,JUN,4513,El Salvador,U.S. Border Patrol,Single Adults,all
2020,2020,MAY,MAY,375,El Salvador,U.S. Border Patrol,Single Adults,all
2021,2021,MAY,MAY,5198,El Salvador,U.S. Border Patrol,Single Adults,all
2022,2022,MAY,MAY,4551,El Salvador,U.S. Border Patrol,Single Adults,all
2020,2020,APR,APR,471,El Salvador,U.S. Border Patrol,Single Adults,all
2021,2021,APR,APR,4450,El Salvador,U.S. Border Patrol,Single Adults,all
2022,2022,APR,APR,4884,El Salvador,U.S. Border Patrol,Single Adults,all
2020,2020,MAR,MAR,828,El Salvador,U.S. Border Patrol,Single Adults,all
2021,2021,MAR,MAR,3723,El Salvador,U.S. Border Patrol,Single Adults,all
2022,2022,MAR,MAR,4959,El Salvador,U.S. Border Patrol,Single Adults,all
2020,2020,FEB,FEB,849,El Salvador,U.S. Border Patrol,Single Adults,all
2021,2021,FEB,FEB,2957,El Salvador,U.S. Border Patrol,Single Adults,all
2022,2022,FEB,FEB,4360,El Salvador,U.S. Border Patrol,Single Adults,all
2020,2020,JAN,JAN,666,El Salvador,U.S. Border Patrol,Single Adults,all
2021,2021,JAN,JAN,2643,El Salvador,U.S. Border Patrol,Single Adults,all
2022,2022,JAN,JAN,3463,El Salvador,U.S. Border Patrol,Single Adults,all
2020,2020,DEC,DEC,916,El Salvador,U.S. Border Patrol,Single Adults,all
2021,2021,DEC,DEC,3082,El Salvador,U.S. Border Patrol,Single Adults,all
2022,2022,DEC,DEC,4489,El Salvador,U.S. Border Patrol,Single Adults,all
2023 (FYTD),2023 (FYTD),DEC,DEC,2310,El Salvador,U.S. Border Patrol,Single Adults,all
2020,2020,NOV,NOV,923,El Salvador,U.S. Border Patrol,Single Adults,all
2021,2021,NOV,NOV,2850,El Salvador,U.S. Border Patrol,Single Adults,all
2022,2022,NOV,NOV,4020,El Salvador,U.S. Border Patrol,Single Adults,all
2023 (FYTD),2023 (FYTD),NOV,NOV,2679,El Salvador,U.S. Border Patrol,Single Adults,all
2020,2020,OCT,OCT,981,El Salvador,U.S. Border Patrol,Single Adults,all
2021,2021,OCT,OCT,2124,El Salvador,U.S. Border Patrol,Single Adults,all
2022,2022,OCT,OCT,3993,El Salvador,U.S. Border Patrol,Single Adults,all
2023 (FYTD),2023 (FYTD),OCT,OCT,3127,El Salvador,U.S. Border Patrol,Single Adults,all
2020,2020,SEP,SEP,93,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2021,2021,SEP,SEP,177,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2022,2022,SEP,SEP,386,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2020,2020,AUG,AUG,74,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2021,2021,AUG,AUG,208,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2022,2022,AUG,AUG,389,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2020,2020,JUL,JUL,51,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2021,2021,JUL,JUL,215,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2022,2022,JUL,JUL,420,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2020,2020,JUN,JUN,29,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2021,2021,JUN,JUN,192,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2022,2022,JUN,JUN,500,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2020,2020,MAY,MAY,28,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2021,2021,MAY,MAY,216,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2022,2022,MAY,MAY,338,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2020,2020,APR,APR,26,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2021,2021,APR,APR,180,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2022,2022,APR,APR,533,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2020,2020,MAR,MAR,585,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2021,2021,MAR,MAR,151,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2022,2022,MAR,MAR,219,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2020,2020,FEB,FEB,849,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2021,2021,FEB,FEB,118,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2022,2022,FEB,FEB,194,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2020,2020,JAN,JAN,666,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2021,2021,JAN,JAN,108,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2022,2022,JAN,JAN,155,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2020,2020,DEC,DEC,916,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2021,2021,DEC,DEC,108,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2022,2022,DEC,DEC,179,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2023 (FYTD),2023 (FYTD),DEC,DEC,340,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2020,2020,NOV,NOV,923,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2021,2021,NOV,NOV,113,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2022,2022,NOV,NOV,195,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2023 (FYTD),2023 (FYTD),NOV,NOV,283,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2020,2020,OCT,OCT,981,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2021,2021,OCT,OCT,112,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2022,2022,OCT,OCT,213,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2023 (FYTD),2023 (FYTD),OCT,OCT,308,El Salvador,U.S. Border Patrol,Single Adults,Title 8
2020,2020,SEP,SEP,1572,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2021,2021,SEP,SEP,3992,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2022,2022,SEP,SEP,2980,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2020,2020,AUG,AUG,1072,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2021,2021,AUG,AUG,3619,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2022,2022,AUG,AUG,3287,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2020,2020,JUL,JUL,657,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2021,2021,JUL,JUL,4254,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2022,2022,JUL,JUL,3886,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2020,2020,JUN,JUN,403,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2021,2021,JUN,JUN,5018,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2022,2022,JUN,JUN,4013,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2020,2020,MAY,MAY,347,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2021,2021,MAY,MAY,4982,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2022,2022,MAY,MAY,4213,El Salvador,U.S. Border Patrol,Single Adults,Title 42
2020,2020,APR,APR,445,El Salvador,U.S. Border Patrol,Single Adults,Title 42
