Component-value,Component-alias,Demographic-value,Demographic-alias,Month (abbv)-value,Month (abbv)-alias,SUM(Encounter Count)-alias,ATTR(Demographic (copy))-alias,Citizenship Grouping,Title of Authority
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JAN,JAN,3,Accompanied Minors,Honduras,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,DEC,DEC,7,Accompanied Minors,Honduras,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,NOV,NOV,16,Accompanied Minors,Honduras,all
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,OCT,OCT,8,Accompanied Minors,Honduras,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,%all%,%all%,"1,104",UC / Single Minors,Honduras,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUL,JUL,59,UC / Single Minors,Honduras,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUN,JUN,52,UC / Single Minors,Honduras,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAY,MAY,80,UC / Single Minors,Honduras,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,APR,APR,93,UC / Single Minors,Honduras,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAR,MAR,126,UC / Single Minors,Honduras,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,FEB,FEB,145,UC / Single Minors,Honduras,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JAN,JAN,162,UC / Single Minors,Honduras,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,DEC,DEC,112,UC / Single Minors,Honduras,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,NOV,NOV,135,UC / Single Minors,Honduras,all
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,OCT,OCT,140,UC / Single Minors,Honduras,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,%all%,%all%,"16,966",FMUA,Honduras,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JUL,JUL,"3,913",FMUA,Honduras,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JUN,JUN,"3,222",FMUA,Honduras,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAY,MAY,"2,763",FMUA,Honduras,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,APR,APR,"1,793",FMUA,Honduras,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAR,MAR,"1,154",FMUA,Honduras,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,FEB,FEB,"1,094",FMUA,Honduras,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JAN,JAN,850,FMUA,Honduras,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,DEC,DEC,717,FMUA,Honduras,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,NOV,NOV,826,FMUA,Honduras,all
Office of Field Operations,Office of Field Operations,FMUA,FMUA,OCT,OCT,634,FMUA,Honduras,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,"6,049",Single Adults,Honduras,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUL,JUL,"1,212",Single Adults,Honduras,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUN,JUN,906,Single Adults,Honduras,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAY,MAY,870,Single Adults,Honduras,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,APR,APR,666,Single Adults,Honduras,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAR,MAR,522,Single Adults,Honduras,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,FEB,FEB,412,Single Adults,Honduras,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JAN,JAN,533,Single Adults,Honduras,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,DEC,DEC,415,Single Adults,Honduras,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,NOV,NOV,296,Single Adults,Honduras,all
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,217,Single Adults,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,"677,304",%many-values%,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUL,JUL,"88,212",%many-values%,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUN,JUN,"86,842",%many-values%,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAY,MAY,"92,601",%many-values%,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,APR,APR,"84,757",%many-values%,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAR,MAR,"89,246",%many-values%,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,FEB,FEB,"58,164",%many-values%,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JAN,JAN,"37,913",%many-values%,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,DEC,DEC,"46,346",%many-values%,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,NOV,NOV,"46,215",%many-values%,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,"47,008",%many-values%,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,"84,610",UC / Single Minors,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUL,JUL,"11,542",UC / Single Minors,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUN,JUN,"10,893",UC / Single Minors,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAY,MAY,"10,815",UC / Single Minors,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,APR,APR,"10,272",UC / Single Minors,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAR,MAR,"12,240",UC / Single Minors,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,FEB,FEB,"7,610",UC / Single Minors,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JAN,JAN,"4,613",UC / Single Minors,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,DEC,DEC,"5,113",UC / Single Minors,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,NOV,NOV,"5,851",UC / Single Minors,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,"5,661",UC / Single Minors,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,"350,826",FMUA,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUL,JUL,"49,126",FMUA,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUN,JUN,"46,768",FMUA,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAY,MAY,"51,621",FMUA,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,APR,APR,"46,119",FMUA,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAR,MAR,"50,238",FMUA,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,FEB,FEB,"29,106",FMUA,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JAN,JAN,"15,163",FMUA,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,DEC,DEC,"19,357",FMUA,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,NOV,NOV,"20,549",FMUA,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,"22,779",FMUA,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,"241,868",Single Adults,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUL,JUL,"27,544",Single Adults,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUN,JUN,"29,181",Single Adults,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAY,MAY,"30,165",Single Adults,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,APR,APR,"28,366",Single Adults,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAR,MAR,"26,768",Single Adults,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,FEB,FEB,"21,448",Single Adults,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JAN,JAN,"18,137",Single Adults,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,DEC,DEC,"21,876",Single Adults,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,NOV,NOV,"19,815",Single Adults,Honduras,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,"18,568",Single Adults,Honduras,all
%all%,%all%,%all%,%all%,%all%,%all%,"701,598",%many-values%,Honduras,all
%all%,%all%,%all%,%all%,JUL,JUL,"93,438",%many-values%,Honduras,all
%all%,%all%,%all%,%all%,JUN,JUN,"91,047",%many-values%,Honduras,all
%all%,%all%,%all%,%all%,MAY,MAY,"96,327",%many-values%,Honduras,all
%all%,%all%,%all%,%all%,APR,APR,"87,322",%many-values%,Honduras,all
%all%,%all%,%all%,%all%,MAR,MAR,"91,069",%many-values%,Honduras,all
%all%,%all%,%all%,%all%,FEB,FEB,"59,842",%many-values%,Honduras,all
%all%,%all%,%all%,%all%,JAN,JAN,"39,461",%many-values%,Honduras,all
%all%,%all%,%all%,%all%,DEC,DEC,"47,597",%many-values%,Honduras,all
%all%,%all%,%all%,%all%,NOV,NOV,"47,488",%many-values%,Honduras,all
%all%,%all%,%all%,%all%,OCT,OCT,"48,007",%many-values%,Honduras,all
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,"23,560",%many-values%,Honduras,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,JUL,JUL,"5,088",%many-values%,Honduras,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,JUN,JUN,"4,115",%many-values%,Honduras,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,MAY,MAY,"3,654",%many-values%,Honduras,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,APR,APR,"2,494",%many-values%,Honduras,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,MAR,MAR,"1,756",%many-values%,Honduras,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,FEB,FEB,"1,603",%many-values%,Honduras,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,JAN,JAN,"1,489",%many-values%,Honduras,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,DEC,DEC,"1,193",%many-values%,Honduras,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,NOV,NOV,"1,215",%many-values%,Honduras,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,953,%many-values%,Honduras,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,%all%,%all%,44,Accompanied Minors,Honduras,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JUL,JUL,4,Accompanied Minors,Honduras,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JUN,JUN,7,Accompanied Minors,Honduras,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,MAY,MAY,1,Accompanied Minors,Honduras,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,APR,APR,5,Accompanied Minors,Honduras,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,MAR,MAR,5,Accompanied Minors,Honduras,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,FEB,FEB,12,Accompanied Minors,Honduras,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JAN,JAN,0,Accompanied Minors,Honduras,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,DEC,DEC,1,Accompanied Minors,Honduras,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,NOV,NOV,6,Accompanied Minors,Honduras,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,OCT,OCT,3,Accompanied Minors,Honduras,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,%all%,%all%,"1,097",UC / Single Minors,Honduras,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUL,JUL,59,UC / Single Minors,Honduras,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUN,JUN,49,UC / Single Minors,Honduras,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAY,MAY,79,UC / Single Minors,Honduras,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,APR,APR,91,UC / Single Minors,Honduras,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAR,MAR,126,UC / Single Minors,Honduras,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,FEB,FEB,145,UC / Single Minors,Honduras,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JAN,JAN,162,UC / Single Minors,Honduras,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,DEC,DEC,112,UC / Single Minors,Honduras,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,NOV,NOV,135,UC / Single Minors,Honduras,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,OCT,OCT,139,UC / Single Minors,Honduras,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,%all%,%all%,"16,966",FMUA,Honduras,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JUL,JUL,"3,913",FMUA,Honduras,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JUN,JUN,"3,222",FMUA,Honduras,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAY,MAY,"2,763",FMUA,Honduras,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,APR,APR,"1,793",FMUA,Honduras,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAR,MAR,"1,154",FMUA,Honduras,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,FEB,FEB,"1,094",FMUA,Honduras,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JAN,JAN,850,FMUA,Honduras,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,DEC,DEC,717,FMUA,Honduras,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,NOV,NOV,826,FMUA,Honduras,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,OCT,OCT,634,FMUA,Honduras,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,"5,453",Single Adults,Honduras,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUL,JUL,"1,112",Single Adults,Honduras,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUN,JUN,837,Single Adults,Honduras,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAY,MAY,811,Single Adults,Honduras,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,APR,APR,605,Single Adults,Honduras,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAR,MAR,471,Single Adults,Honduras,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,FEB,FEB,352,Single Adults,Honduras,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JAN,JAN,477,Single Adults,Honduras,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,DEC,DEC,363,Single Adults,Honduras,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,NOV,NOV,248,Single Adults,Honduras,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,177,Single Adults,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,"414,880",%many-values%,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUL,JUL,"57,143",%many-values%,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUN,JUN,"53,235",%many-values%,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAY,MAY,"61,182",%many-values%,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,APR,APR,"52,896",%many-values%,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAR,MAR,"56,608",%many-values%,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,FEB,FEB,"35,840",%many-values%,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JAN,JAN,"19,812",%many-values%,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,DEC,DEC,"25,210",%many-values%,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,NOV,NOV,"26,344",%many-values%,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,"26,610",%many-values%,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,"83,759",UC / Single Minors,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUL,JUL,"11,247",UC / Single Minors,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUN,JUN,"10,724",UC / Single Minors,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAY,MAY,"10,762",UC / Single Minors,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,APR,APR,"10,218",UC / Single Minors,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAR,MAR,"12,191",UC / Single Minors,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,FEB,FEB,"7,608",UC / Single Minors,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JAN,JAN,"4,613",UC / Single Minors,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,DEC,DEC,"5,113",UC / Single Minors,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,NOV,NOV,"5,843",UC / Single Minors,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,"5,440",UC / Single Minors,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,"268,479",FMUA,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUL,JUL,"40,719",FMUA,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUN,JUN,"36,639",FMUA,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAY,MAY,"43,245",FMUA,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,APR,APR,"34,580",FMUA,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAR,MAR,"37,011",FMUA,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,FEB,FEB,"21,777",FMUA,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JAN,JAN,"10,659",FMUA,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,DEC,DEC,"13,830",FMUA,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,NOV,NOV,"14,472",FMUA,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,"15,547",FMUA,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,"62,642",Single Adults,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUL,JUL,"5,177",Single Adults,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUN,JUN,"5,872",Single Adults,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAY,MAY,"7,175",Single Adults,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,APR,APR,"8,098",Single Adults,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAR,MAR,"7,406",Single Adults,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,FEB,FEB,"6,455",Single Adults,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JAN,JAN,"4,540",Single Adults,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,DEC,DEC,"6,267",Single Adults,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,NOV,NOV,"6,029",Single Adults,Honduras,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,"5,623",Single Adults,Honduras,Title 8
%all%,%all%,%all%,%all%,%all%,%all%,"438,440",%many-values%,Honduras,Title 8
%all%,%all%,%all%,%all%,JUL,JUL,"62,231",%many-values%,Honduras,Title 8
%all%,%all%,%all%,%all%,JUN,JUN,"57,350",%many-values%,Honduras,Title 8
%all%,%all%,%all%,%all%,MAY,MAY,"64,836",%many-values%,Honduras,Title 8
%all%,%all%,%all%,%all%,APR,APR,"55,390",%many-values%,Honduras,Title 8
%all%,%all%,%all%,%all%,MAR,MAR,"58,364",%many-values%,Honduras,Title 8
%all%,%all%,%all%,%all%,FEB,FEB,"37,443",%many-values%,Honduras,Title 8
%all%,%all%,%all%,%all%,JAN,JAN,"21,301",%many-values%,Honduras,Title 8
%all%,%all%,%all%,%all%,DEC,DEC,"26,403",%many-values%,Honduras,Title 8
%all%,%all%,%all%,%all%,NOV,NOV,"27,559",%many-values%,Honduras,Title 8
%all%,%all%,%all%,%all%,OCT,OCT,"27,563",%many-values%,Honduras,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,734,%many-values%,Honduras,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,JUL,JUL,138,%many-values%,Honduras,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,JUN,JUN,90,%many-values%,Honduras,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,MAY,MAY,72,%many-values%,Honduras,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,APR,APR,71,%many-values%,Honduras,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,MAR,MAR,67,%many-values%,Honduras,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,FEB,FEB,75,%many-values%,Honduras,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,JAN,JAN,59,%many-values%,Honduras,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,DEC,DEC,58,%many-values%,Honduras,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,NOV,NOV,58,%many-values%,Honduras,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,46,%many-values%,Honduras,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,%all%,%all%,131,Accompanied Minors,Honduras,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JUL,JUL,38,Accompanied Minors,Honduras,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JUN,JUN,18,Accompanied Minors,Honduras,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,MAY,MAY,12,Accompanied Minors,Honduras,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,APR,APR,8,Accompanied Minors,Honduras,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,MAR,MAR,16,Accompanied Minors,Honduras,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,FEB,FEB,15,Accompanied Minors,Honduras,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JAN,JAN,3,Accompanied Minors,Honduras,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,DEC,DEC,6,Accompanied Minors,Honduras,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,NOV,NOV,10,Accompanied Minors,Honduras,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,OCT,OCT,5,Accompanied Minors,Honduras,Title 42
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,%all%,%all%,7,UC / Single Minors,Honduras,Title 42
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUN,JUN,3,UC / Single Minors,Honduras,Title 42
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAY,MAY,1,UC / Single Minors,Honduras,Title 42
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,APR,APR,2,UC / Single Minors,Honduras,Title 42
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,OCT,OCT,1,UC / Single Minors,Honduras,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,596,Single Adults,Honduras,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUL,JUL,100,Single Adults,Honduras,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUN,JUN,69,Single Adults,Honduras,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAY,MAY,59,Single Adults,Honduras,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,APR,APR,61,Single Adults,Honduras,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAR,MAR,51,Single Adults,Honduras,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,FEB,FEB,60,Single Adults,Honduras,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JAN,JAN,56,Single Adults,Honduras,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,DEC,DEC,52,Single Adults,Honduras,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,NOV,NOV,48,Single Adults,Honduras,Title 42
