Component-value,Component-alias,Demographic-value,Demographic-alias,Month (abbv)-value,Month (abbv)-alias,SUM(Encounter Count)-alias,ATTR(Demographic (copy))-alias,Citizenship Grouping,Title of Authority
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,NOV,NOV,"5,990",UC / Single Minors,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,"5,049",UC / Single Minors,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,"32,499",FMUA,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,AUG,AUG,"1,498",FMUA,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUL,JUL,"3,662",FMUA,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUN,JUN,"5,686",FMUA,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAY,MAY,"2,865",FMUA,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,APR,APR,"1,859",FMUA,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAR,MAR,"2,293",FMUA,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,FEB,FEB,"2,157",FMUA,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JAN,JAN,"1,636",FMUA,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,DEC,DEC,"3,121",FMUA,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,NOV,NOV,"3,589",FMUA,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,"4,133",FMUA,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,"124,676",Single Adults,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,AUG,AUG,"9,226",Single Adults,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUL,JUL,"10,874",Single Adults,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUN,JUN,"12,264",Single Adults,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAY,MAY,"12,387",Single Adults,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,APR,APR,"12,887",Single Adults,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAR,MAR,"13,476",Single Adults,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,FEB,FEB,"11,080",Single Adults,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JAN,JAN,"9,053",Single Adults,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,DEC,DEC,"12,515",Single Adults,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,NOV,NOV,"10,800",Single Adults,Guatemala,all
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,"10,114",Single Adults,Guatemala,all
%all%,%all%,%all%,%all%,%all%,%all%,"216,192",%many-values%,Guatemala,all
%all%,%all%,%all%,%all%,AUG,AUG,"15,650",%many-values%,Guatemala,all
%all%,%all%,%all%,%all%,JUL,JUL,"20,218",%many-values%,Guatemala,all
%all%,%all%,%all%,%all%,JUN,JUN,"24,649",%many-values%,Guatemala,all
%all%,%all%,%all%,%all%,MAY,MAY,"21,467",%many-values%,Guatemala,all
%all%,%all%,%all%,%all%,APR,APR,"19,905",%many-values%,Guatemala,all
%all%,%all%,%all%,%all%,MAR,MAR,"21,388",%many-values%,Guatemala,all
%all%,%all%,%all%,%all%,FEB,FEB,"18,212",%many-values%,Guatemala,all
%all%,%all%,%all%,%all%,JAN,JAN,"13,856",%many-values%,Guatemala,all
%all%,%all%,%all%,%all%,DEC,DEC,"21,009",%many-values%,Guatemala,all
%all%,%all%,%all%,%all%,NOV,NOV,"20,469",%many-values%,Guatemala,all
%all%,%all%,%all%,%all%,OCT,OCT,"19,369",%many-values%,Guatemala,all
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,"2,677",%many-values%,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,AUG,AUG,559,%many-values%,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,JUL,JUL,383,%many-values%,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,JUN,JUN,405,%many-values%,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,MAY,MAY,367,%many-values%,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,APR,APR,435,%many-values%,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,MAR,MAR,132,%many-values%,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,FEB,FEB,123,%many-values%,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,JAN,JAN,91,%many-values%,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,DEC,DEC,70,%many-values%,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,NOV,NOV,61,%many-values%,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,51,%many-values%,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,%all%,%all%,5,Accompanied Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,AUG,AUG,1,Accompanied Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JUN,JUN,1,Accompanied Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,MAY,MAY,1,Accompanied Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,FEB,FEB,1,Accompanied Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,NOV,NOV,1,Accompanied Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,%all%,%all%,250,UC / Single Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,AUG,AUG,29,UC / Single Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUL,JUL,19,UC / Single Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JUN,JUN,45,UC / Single Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAY,MAY,28,UC / Single Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,APR,APR,29,UC / Single Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,MAR,MAR,16,UC / Single Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,FEB,FEB,26,UC / Single Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,JAN,JAN,9,UC / Single Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,DEC,DEC,17,UC / Single Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,NOV,NOV,13,UC / Single Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,OCT,OCT,19,UC / Single Minors,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,%all%,%all%,"1,820",FMUA,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,AUG,AUG,434,FMUA,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JUL,JUL,278,FMUA,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JUN,JUN,292,FMUA,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAY,MAY,251,FMUA,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,APR,APR,313,FMUA,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAR,MAR,73,FMUA,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,FEB,FEB,66,FMUA,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,JAN,JAN,51,FMUA,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,DEC,DEC,25,FMUA,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,NOV,NOV,23,FMUA,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,FMUA,FMUA,OCT,OCT,14,FMUA,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,602,Single Adults,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,AUG,AUG,95,Single Adults,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUL,JUL,86,Single Adults,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUN,JUN,67,Single Adults,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAY,MAY,87,Single Adults,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,APR,APR,93,Single Adults,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAR,MAR,43,Single Adults,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,FEB,FEB,30,Single Adults,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JAN,JAN,31,Single Adults,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,DEC,DEC,28,Single Adults,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,NOV,NOV,24,Single Adults,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,18,Single Adults,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,"69,231",%many-values%,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,AUG,AUG,"5,229",%many-values%,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUL,JUL,"6,385",%many-values%,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUN,JUN,"7,779",%many-values%,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAY,MAY,"7,422",%many-values%,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,APR,APR,"7,185",%many-values%,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAR,MAR,"6,226",%many-values%,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,FEB,FEB,"5,503",%many-values%,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JAN,JAN,"3,621",%many-values%,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,DEC,DEC,"6,777",%many-values%,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,NOV,NOV,"7,089",%many-values%,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,"6,015",%many-values%,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,"56,082",UC / Single Minors,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,AUG,AUG,"4,330",UC / Single Minors,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUL,JUL,"5,278",UC / Single Minors,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUN,JUN,"6,269",UC / Single Minors,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAY,MAY,"5,822",UC / Single Minors,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,APR,APR,"4,702",UC / Single Minors,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAR,MAR,"5,472",UC / Single Minors,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,FEB,FEB,"4,841",UC / Single Minors,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JAN,JAN,"3,057",UC / Single Minors,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,DEC,DEC,"5,272",UC / Single Minors,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,NOV,NOV,"5,990",UC / Single Minors,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,"5,049",UC / Single Minors,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,"6,740",FMUA,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,AUG,AUG,332,FMUA,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUL,JUL,580,FMUA,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUN,JUN,953,FMUA,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAY,MAY,"1,120",FMUA,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,APR,APR,290,FMUA,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAR,MAR,317,FMUA,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,FEB,FEB,313,FMUA,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JAN,JAN,317,FMUA,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,DEC,DEC,"1,143",FMUA,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,NOV,NOV,738,FMUA,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,637,FMUA,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,"6,409",Single Adults,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,AUG,AUG,567,Single Adults,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUL,JUL,527,Single Adults,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUN,JUN,557,Single Adults,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAY,MAY,480,Single Adults,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,APR,APR,"2,193",Single Adults,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAR,MAR,437,Single Adults,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,FEB,FEB,349,Single Adults,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JAN,JAN,247,Single Adults,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,DEC,DEC,362,Single Adults,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,NOV,NOV,361,Single Adults,Guatemala,Title 8
U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,329,Single Adults,Guatemala,Title 8
%all%,%all%,%all%,%all%,%all%,%all%,"71,908",%many-values%,Guatemala,Title 8
%all%,%all%,%all%,%all%,AUG,AUG,"5,788",%many-values%,Guatemala,Title 8
%all%,%all%,%all%,%all%,JUL,JUL,"6,768",%many-values%,Guatemala,Title 8
%all%,%all%,%all%,%all%,JUN,JUN,"8,184",%many-values%,Guatemala,Title 8
%all%,%all%,%all%,%all%,MAY,MAY,"7,789",%many-values%,Guatemala,Title 8
%all%,%all%,%all%,%all%,APR,APR,"7,620",%many-values%,Guatemala,Title 8
%all%,%all%,%all%,%all%,MAR,MAR,"6,358",%many-values%,Guatemala,Title 8
%all%,%all%,%all%,%all%,FEB,FEB,"5,626",%many-values%,Guatemala,Title 8
%all%,%all%,%all%,%all%,JAN,JAN,"3,712",%many-values%,Guatemala,Title 8
%all%,%all%,%all%,%all%,DEC,DEC,"6,847",%many-values%,Guatemala,Title 8
%all%,%all%,%all%,%all%,NOV,NOV,"7,150",%many-values%,Guatemala,Title 8
%all%,%all%,%all%,%all%,OCT,OCT,"6,066",%many-values%,Guatemala,Title 8
Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,257,%many-values%,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,AUG,AUG,36,%many-values%,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,JUL,JUL,21,%many-values%,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,JUN,JUN,25,Single Adults,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,MAY,MAY,26,%many-values%,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,APR,APR,22,Single Adults,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,MAR,MAR,15,%many-values%,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,FEB,FEB,11,%many-values%,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,JAN,JAN,19,Single Adults,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,DEC,DEC,31,Single Adults,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,NOV,NOV,29,%many-values%,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,22,%many-values%,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,%all%,%all%,15,Accompanied Minors,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,AUG,AUG,2,Accompanied Minors,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,JUL,JUL,3,Accompanied Minors,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,MAY,MAY,2,Accompanied Minors,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,MAR,MAR,1,Accompanied Minors,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,FEB,FEB,2,Accompanied Minors,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,NOV,NOV,2,Accompanied Minors,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,Accompanied Minors,Accompanied Minors,OCT,OCT,3,Accompanied Minors,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,242,Single Adults,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,AUG,AUG,34,Single Adults,Guatemala,Title 42
Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUL,JUL,18,Single Adults,Guatemala,Title 42
